,a_lot,ba,device,wafer_info,device_group,department,package,bond_wire,release,scrapped,ship_package,uk_input,final_test_input,final_test_para_fails,final_test_gross_fails,final_test_output,final_test_yield,delivery_date,quality_id,wps,fa,class_name,cause,comment,edit_user,edit_date,create_user,create_date,operator,tester,workplace,transistor_type,chip_configuration,lead_frame,soft_solder,bond_wire2,article
36,626405,635141,FZT788B,9Z19REVEL.15: 1(unprobed); 9Z19REVEL.12: 3(ringprobed); 9Z19REVEL.14: 1(probed),MT,SMD,SOT223,CU,True,False,TA,58706.0,58667.0,2892.0,304.0,55471.0,0.9455230368009273,2020-10-20 00:00:00.000,1290,False,False,Ausbeute,ICES,"GW 4.93% (ICES); unprobed: 1, ringprobed: 3, probed: 1; Hauptfehler: ICES.

Im Wafertest ist der Hauptfehler ICES/BVCEO. (ringprobed).

Ausbeute einer Charge vom gleichen Wafer (<font color=black>583116 - unprobed): 95.83%.

15/15 von GW ist gut beim Q-Tester.",minsung-kim,2020-10-20 07:34:56.190,minsung-kim,2020-10-19 15:22:57.817,,,,pnp,FZT749BD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"KUPFERBONDDRAHT 0,043MM",A224E1.321.1
37,626220,635130,ZXTN25100BFH,9Z23MORSE.3: 4(probed),SS6,SMD,LFSOT23,AU,True,False,TA,90574.0,90159.0,7314.0,102.0,82743.0,0.917745316607327,2020-10-20 00:00:00.000,1289,False,False,Ausbeute,VCEsat,"GW TP1: 2.7% (VCEsat), TP2: 14.0% (VCEsat), TP3: 3.4% (VCEsat), TP4: 12.0% (VCEsat); probed Wafer.

Schelchte Verteilungen (VCEsat) in Waferfab. Ausbeute im Wafertest: 50~80%.

Der VCEsat-Test, der nicht im Wafertest durchgeführt wurde, ist der Hauptfehler (VCEsat Ic: 3A, Ib: 300 mA).

&nbsp;.",minsung-kim,2020-10-19 07:39:33.857,minsung-kim,2020-10-19 07:21:15.893,289; 225; 225; 275,HP40171; HP40171; HP40171; HP40171,250; 250; 250; 250,,X25N100BD,LEADFRAME DZN 1020,,"AU-BETA-DRAHT TYP 0,050 MM",A171S1.68.4
38,626407,635143,ZVN4424GQ,9Z42OCCUR.8: 11(unprobed); 9Z42OCCUR.7: 4(ringprobed),MOSFET-H,SMD,SOT223,AU,True,False,TA,130181.0,130028.0,5540.0,2340.0,122148.0,0.9393976681945427,2020-10-15 00:00:00.000,1288,False,False,Ausbeute,"IDSS, VGSth","GW 4.26% (IDSS, VGSth); beim Q-Tester ist 11/20 von GW gut. 9/20 ist IDSS, VGSth (Das Kanalproblem).",minsung-kim,2020-10-20 07:50:16.917,minsung-kim,2020-10-13 08:01:50.360,,,,nMOSe,,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT 0,025 MM",A22181.27.1
39,623617,635233,ZXTP25020BFH,9Z26RIGID.5: 2(ringprobed),SS6,SMD,LFSOT23,AU,True,False,TA,45607.0,45454.0,5185.0,188.0,40081.0,0.8817925815109782,2020-10-14 00:00:00.000,1287,False,False,Ausbeute,ICEV,"GW 11.41% (ICEV); ringprobed Wafer. ICEV ist höher als die Obergrenze (das Limit: 100, Werte: 199). Der Hauptfehler beim Wafertest ist VCEsat, ICEV..

Eine vorherige Charge (600230, unprobed ) vom gleichen Wafer wurde verschrottet. .

Die andere vorherige Charge (618091: Ausbeute 63%, probed) vom gleichen Wafer wurde freigegeben (Hauptfehler: ICEV)..",minsung-kim,2020-10-20 07:50:56.970,minsung-kim,2020-10-13 07:47:39.650,289; 322,HP40171; HP40171,250; 250,,X25P20BD,LEADFRAME DZN 1020,,"AU-BETA-DRAHT TYP 0,050 MM",A171S1.68.4
40,619710,634137,ZTX795A,9Z27UNDUE.8: 1(ringprobed),MT,SMD,ELineX,AU,True,False,Schüttgut,12298.0,12287.0,523.0,62.0,11702.0,0.9523887035077725,2020-10-13 00:00:00.000,1286,False,False,Ausbeute,HFE,"GW 4.26% (HFE); ringprobed Wafer.HFE ist niedriger als die Untergrenze. (Untergrenze:300, Werte: 285-300). Der Hauptfehler ist der gleiche wie bei Wafertest.

Die Ausbeute der vorherigen Charge: 96.45% (GW: HFE).",minsung-kim,2020-10-13 07:42:56.113,minsung-kim,2020-10-13 07:38:52.897,,,,pnp,,TRÄGERSTREIFEN EP3,,"AU-BETA-DRAHT TYP 0,050 MM",A19G1.603.3
41,623403,634863,ZXTN2010G,9Z40GOOSE.4: 3(probed),HT,SMD,SOT223,PD,True,False,TA,24947.0,24753.0,302.0,166.0,24285.0,0.9810932008241425,2020-10-13 00:00:00.000,1285,False,True,Q-Fehler,BVEBO,"2 QF BVEBO.

98% Ausbeute, wafer probed, unpassiviert (ZX5T851D).

Freigabe HHa 13.10..

FA: QF1 EB-Kurzschluß durch Lotspritzer.

QF1-3: overbonding Emitter -< imprint of Cu-wire on die surface (Si).",felix-kannemann,2020-10-26 14:24:24.860,felix-kannemann,2020-10-12 10:40:02.770,,,,,ZX5T851D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"PD PRO DRAHT 0,043 MM Reißlast",A226G1.322.1
42,623405,634865,ZXTP2014G,9Z38HEMEN.6: 8(unprobed),HT,SMD,SOT223,PD,True,False,TA,71247.0,70990.0,1228.0,237.0,69525.0,0.9793632906043105,2020-10-13 00:00:00.000,1284,False,True,Q-Fehler,BVEBO,"2 QF BVEBO.

98% Ausbeute, wafer unprobed + unpassiviert (ZX5T955D).

Crat.check Pass.

Freigabe HHa 13.10..

FA: keine Asemblyfehler.",felix-kannemann,2020-10-26 14:15:07.987,felix-kannemann,2020-10-12 08:56:17.007,,,,,,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"PD PRO DRAHT 0,043 MM Reißlast",A226G1.322.1
43,619728,634155,ZXMN3A14F,9Z23CARVE.4: 14(unprobed),UMOS,SMD,LFSOT23,AU,True,False,TA,153443.0,152366.0,1866.0,2444.0,148056.0,0.9717128493233399,2020-10-12 00:00:00.000,1283,False,True,Ausbeute,IGSS,"TA vor allem bei TP1 mit IGSS-Problemen.

FA an TP1 von TH.

FA Ergebnis: <font color=""#ED1C24"">Teilweise Kratzer, hauptsächlich fehlen mal mehr oder weniger Drähte.

<font color=""#9BBB59"">-< Freigabe HHA.",tobias-hofmann,2020-10-09 12:33:10.620,tobias-hofmann,2020-10-09 09:38:58.490,236; 236; 236; 236; 322; 322; 322; 225; 225; 287; 236; 231; 231; 287,HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; AOT40101; AOT40101; AOT40101; AOT40101; AOT40101; AOT40101; AOT40101,1023; 1023; 1023; 1023; 1023; 1023; 1023; 103; 103; 103; 103; 103; 103; 103,,ZXMN3A14D,LEADFRAME DZN 1011,,"AU-BETA-DRAHT TYP 0,038 MM",A171O1.74.4
44,621128,634406,FZT692BQ,9Z40AGLOW.4: 2(probed),MT,SMD,SOT223,AU,True,False,TA,20741.0,20665.0,5.0,83.0,20577.0,0.9957415920638761,2020-10-08 00:00:00.000,1282,False,True,Prozessfehler,"ICB0, ICES","1QF: ICB0,ICES.

FA keine offensichtlichen Assemblyfehler.",martin-krausse,2020-10-09 15:51:52.893,tobias-hofmann,2020-10-08 11:05:36.150,,,,npn,FZT653BD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT TYP 0,050 MM",A221E1.21.1
45,614401,633123,ZTX1049A,9Z27MOOSE.4: 2(unprobed),HT,SMD,ELineX,AU,False,False,Schüttgut,16559.0,16608.0,205.0,338.0,16065.0,0.9673049132947977,,1281,False,False,Allg. & ZVR.,,"~2% TA (EB-Kurzschlüsse).

gleiche Wafercharge wie 600622 (verschrottet nach TC+NM: 16xEB-Kurzschlüsse).

<font color=red>geperrt.",martin-krausse,2020-10-08 10:51:46.060,martin-krausse,2020-10-08 10:43:19.650,,,,npn,FZT1049AD,TRÄGERSTREIFEN EP3,MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT TYP 0,050 MM",A19M1.602.3
46,621208,634421,FMMT618,9Z40SHEIK.3: 8(unprobed),ST,SMD,SOT23,CU,True,False,TA,154807.0,153510.0,2334.0,899.0,150277.0,0.9789394827698521,2020-10-08 00:00:00.000,1280,False,False,Ausbeute,HFE,"GW 1.52% (HFE); unprobed Wafer. Zwei HFE-Tests (bei Ic: 2A / Vce: 2 V, Ic: 6A / Vce: 2 V) existierten im Wafertest nicht.",minsung-kim,2020-10-08 08:56:21.327,minsung-kim,2020-10-08 08:55:03.207,231; 304; 289,HP40171; HP40186; HP40186,250; 1023; 1023,npn,FMMT618C,TRÄGERBAND TB 401 LS-N  85 my,,"KUPFERBONDDRAHT 0,038 MM",A164I1.432.4
47,623402,634862,ZXMS6006SGQ,9Z29MITES.5: 7(unprobed),SVMOS,SMD,SOT223,AU,True,False,TA,30999.0,30934.0,1862.0,42.0,29030.0,0.9384496023792591,2020-10-07 00:00:00.000,1279,False,False,Ausbeute,Ttrip,GW 6.02% (Ttrip); Ttrip ist über die Obergrenze.,minsung-kim,2020-10-07 11:30:55.363,minsung-kim,2020-10-07 11:29:19.270,,,,,,LEADFRAME DZN 2012 (spot Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"GOLDDRAHT 0,033 MM",A222H1.17.1
48,620106,634289,BSP75NQ,9Z42ALBUM.5: 19(unprobed); 9Z42ALBUM.4: 2(ringprobed),SVMOS,SMD,SOT223,AU,True,False,TA,114995.0,114330.0,1713.0,349.0,112268.0,0.9819644887606053,2020-09-29 00:00:00.000,1278,False,True,Allg. & ZVR.,IDSS,"5 BE aus Grenzwert (IDSS) geöffnet als Vergleich zu Lot 621607 (Q1268) aufliegende Bonddrähte.

BE3 (BVDSS, RDS_on, ID_on) Korrosion auf Source-Bondpad &amp; unter Passivierung.",felix-kannemann,2020-10-07 11:55:42.830,felix-kannemann,2020-10-06 14:56:01.610,,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT 0,025 MM",A22111.17.1
49,620007,634283,FZT955,9Z38RUINS.9: 7(unprobed),HT,SMD,SOT223,CU,True,False,TA,35664.0,35404.0,78.0,755.0,34571.0,0.9764715851316236,2020-10-05 00:00:00.000,1277,False,True,Ausbeute,BVEBO,"<2% TA trotz Passivierung (330 Stück Ausfall bei IEBO continuity).

Nachmessung: EB-Kurzschlüsse.

Yieldhub: gesamt 1,2% Ausfall bei Wafer Sample Probing, Wafer 13, 22-24 2% IEBO/BVEBO-Ausfall.

FA: fleckige Chipoberfläche &amp; untere Emitter-Bondkugel deplaziert.

AUsfall nicht auf Assemblyfehler zurückzuführen.",felix-kannemann,2020-10-06 17:27:42.480,felix-kannemann,2020-10-06 13:51:25.850,,,,pnp,FZT955D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"KUPFERBONDDRAHT 0,043MM",A224P1.322.1
50,618009,633845,ZTX857,9Z38MAORI.5: 3(unprobed),HT,SMD,ELineX,AU,True,False,STZ,15711.0,15648.0,104.0,409.0,15135.0,0.9672162576687117,2020-10-08 00:00:00.000,1276,False,False,Ausbeute,,TA 2.61; unprobed/unpassiviert Wafer.EB-Kurzschluss.,minsung-kim,2020-10-06 12:14:42.443,minsung-kim,2020-10-06 12:13:18.937,,,,npn,FZT857D,TRÄGERSTREIFEN EP3,MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT TYP 0,050 MM",A19M1.602.6
51,610450,632659,ZVN4310A,9Z31PODIA.4: 4(unprobed),MOSFET-H,SMD,ELineX,AU,True,False,Schüttgut,21571.0,21344.0,576.0,256.0,20512.0,0.9610194902548725,2020-10-08 00:00:00.000,1275,False,False,Ausbeute,"IDSS, VGSth","GW 2.7% (IDSS, VGSth); Das Kanalproblem.",minsung-kim,2020-10-06 12:12:36.780,minsung-kim,2020-10-06 12:11:48.590,,,,n-Kanal,,TRÄGERSTREIFEN EP3,MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT TYP 0,050 MM",A19L1.607.3
52,621135,634412,FZT949,9Y48DEEPS.8: 3(unprobed); 9Y48DEEPS.7: 4(unprobed),HT,SMD,SOT223,CU,True,False,TA,36643.0,36400.0,965.0,342.0,35093.0,0.9640934065934066,2020-10-08 00:00:00.000,1274,False,False,Ausbeute,IEBO,GW 2.65% (IEBO); unprobed/nicht passiviert Wafer. EB-Kurzschluss. Ausbeute der vorherigen Charge von dem gleichen Wafer (18/6/2020): 96.08%.,minsung-kim,2020-10-05 15:07:17.520,minsung-kim,2020-10-05 12:57:16.490,,,,pnp,FZT949D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"KUPFERBONDDRAHT 0,043MM",A224P1.322.1
53,621219,634432,ZXTP25020CFH,9Z14BUSES.5: 3(probed),SS6,SMD,LFSOT23,AU,True,False,TA,63838.0,63640.0,1066.0,305.0,62269.0,0.9784569453174105,2020-10-06 00:00:00.000,1273,False,False,Ausbeute,VCEsat,"GW 1.68% (VCEsat); beim Q-Tester 13/15 gut. 2/15 zeigt höhere VCEsat als die Obergrenze (2 VCEsat - Limits: 0.055V/0.21V, Werte: 0.066V/0.249V).",minsung-kim,2020-10-05 15:09:39.423,minsung-kim,2020-10-05 12:50:26.827,231; 304; 325,HP40171; HP40141N; HP40141N,250; 608; 608,,X25P20CD,LEADFRAME DZN 1020,,"AU-BETA-DRAHT TYP 0,050 MM",A171S1.68.4
54,619748,634164,FZT857Q,9Z38THREE.4: 15(ringprobed); 9Z37MAMMY.5: 21(ringprobed),HT,SMD,SOT223,AU,True,False,TA,184538.0,184112.0,1194.0,2252.0,180666.0,0.9812831320066047,2020-10-12 00:00:00.000,1272,False,True,Allg. & ZVR.,Partikel,"588! Q-Fehler beim Gurten -< 30 bei NM i.O., 1x letztes VCEsat an Grenze 0,345V.

Cratering im Probestück (Emitter).

Ausbeute beim Vormessen 91...96% je nach TP.

Gurten ca. 98% Ausbeute (hochgerechnet): 9 Gurtausfälle: 1x BVCEO, 1x IEBO/BVEBO intermittierend, Rest HFE zu hoch.

<font color=red>TC+NM (je 1k): .

<font color=red>TP2: 3x EB-Schluss.

<font color=red>TP3: 1x EB-Schluss.

<font color=red>TP6: i.O..

<font color=red>FA: EB-Schlüsse (Partikel), da Wafer nicht passiviert.

<font color=""#22B14C"">Freigabe HHa.",martin-krausse,2020-10-09 15:45:46.910,felix-kannemann,2020-10-05 11:20:29.520,,,,npn,FZT857D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"AU-BETA-DRAHT TYP 0,050 MM",A221P1.22.1
55,614404,633126,ZVN4210A,9Z26KLICK.4: 2(probed),MOSFET-M,SMD,ELineX,AU,True,False,STZ,26543.0,26456.0,1929.0,30.0,24497.0,0.9259525249470819,2020-10-07 00:00:00.000,1271,False,False,Ausbeute,RDSon,"GW 7.29% (RDSon); RDSon hat beim Lorlin-Tester die Obergrenze überschritten, aber beim Q-Tester sind alle Fälle gut.",minsung-kim,2020-10-05 09:53:11.777,minsung-kim,2020-10-05 09:50:41.983,,,,n-Kanal,,TRÄGERSTREIFEN EP3,,"AU-BETA-DRAHT 0,025 MM",A19I1.606.6
56,619729,634156,ZXTN2020F,9Z10ROGUE.6: 6(ringprobed),SS6,SMD,LFSOT23,AU,False,True,TA,55621.0,,,,,,,1270,False,True,Ausbeute,"BVEBO, VCEsat, HFE","GW 2.3% (BVEBO, VCEsat, HFE) von TP1; ringprobed. Die Ausbeute im Wafertest ist 80% (Hauptfehler: VCEsat, HFE).

Über 50% von Ausfälle (TA, GW) ist EB-Kurzschluss.

<font color=red>Ausfallgrund: Pancake-<Verschrottung durch IH.",tobias-hofmann,2020-10-02 12:20:17.233,minsung-kim,2020-10-02 08:37:30.970,292; 289; 231,HP40141N; HP40141N; HP40171,608; 608; 250,,X23N70BD,LEADFRAME DZN 1011,,"AU-BETA-DRAHT TYP 0,050 MM",A171U1.68.4
57,621129,634407,FZT692B,9Z25ELVEN.4: 13(probed),MT,SMD,SOT223,CU,True,False,TA,167508.0,167265.0,670.0,233.0,166362.0,0.994601381042059,2020-10-07 00:00:00.000,1269,False,True,Q-Fehler,VCEsat,"2 QF VCEsat.

FA: keine Assemblyfehler.",felix-kannemann,2020-10-07 11:56:33.670,felix-kannemann,2020-10-01 12:54:44.977,,,,npn,FZT653BD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"KUPFERBONDDRAHT 0,043MM",A224E1.321.1
58,621607,634552,BSP75NQ,9Z44CABLE.8: 17(unprobed); 9Z44CABLE.6: 1(ringprobed); 9Z44CABLE.7: 5(ringprobed); 9Z44CABLE.5: 1(probed),SVMOS,SMD,SOT223,AU,False,True,TA,131164.0,,,,,,2020-10-02 00:00:00.000,1268,False,True,Q-Fehler,BVDSS,"1 QF BVDSS: 20V statt 60-70V (10mA).

weiche Kennlinie, dann DS-Kurzschluss.

FA: aufliegende S-Bonddrähte.

TP1 gesperrt (1 QF, 1200 Stück Totalausfall, 300 St Grenzwert ID_BVDSS, Ausbeute 94%).

TP2-4 freigegeben (~99% Ausbeute) .

Decap Ausfall: niedergedrückte Source Bonddrähte in Totalausfall + Grenzwert, 2x auch Drain-Draht beschädigt/gerissen.

Bond + Mould keine Eintragungen <font color=red>- Ursache?.

<font color=red>TP1 verschrotten.",felix-kannemann,2020-10-07 11:56:10.427,felix-kannemann,2020-10-01 09:25:17.630,,,,,BSP75ND,LEADFRAME DZN 2012 (spot Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT 0,025 MM",A22111.17.1
59,621216,634429,ZXTN25060BFH,9Y43WITCH.3: 2(ringprobed),SS6,SMD,LFSOT23,AU,True,False,TA,41105.0,41183.0,1177.0,222.0,39784.0,0.9660296724376564,2020-10-01 00:00:00.000,1267,False,False,Ausbeute,"HFE, VCEsat","GW 2.86% (HFE, VCEsat); ringprobed Wafer. Die Ausbeute beim Wafertest: 76% (Hauptfehler: VCEsat).",minsung-kim,2020-10-01 08:06:57.827,minsung-kim,2020-10-01 08:03:52.487,325; 292,HP40171; HP40171,250; 250,,X25N60BD,LEADFRAME DZN 1020,,"AU-BETA-DRAHT TYP 0,050 MM",A171S1.68.4
60,618110,633882,FZT953Q,9Z34WREAK.4: 1(ringprobed); 9Z34WREAK.6: 23(unprobed),HT,SMD,SOT223,AU,True,False,TA,124072.0,122919.0,513.0,3192.0,119214.0,0.9698581993019794,2020-09-30 00:00:00.000,1266,False,True,Q-Fehler,BVEBO,"1/4 QF verifizierter EB-short, dann wieder gut.

PBK: 1 TP war mit FZT560 gemischt.

FA: Partikel auf QF.",felix-kannemann,2020-10-01 11:54:03.347,felix-kannemann,2020-09-30 09:01:15.577,,,,pnp,FZT953D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"AU-BETA-DRAHT TYP 0,050 MM",A221P1.22.1
61,621127,634405,FZT690B,9Z38BROIL.5: 9(unprobed),MT,SMD,SOT223,CU,True,False,TA,117991.0,116565.0,340.0,1061.0,115164.0,0.9879809548320679,2020-09-30 00:00:00.000,1265,False,False,Q-Fehler,VCEsat ,"6 QF alle aus TP4: 1. VCEsat zu hoch an 161.

an Q-Tester alle i.O..

Testerproblem? -< getauschte Messfassung.",felix-kannemann,2020-10-01 12:37:25.203,felix-kannemann,2020-09-30 08:56:20.320,,,,npn,FZT651BD,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"KUPFERBONDDRAHT 0,043MM",A224E1.321.1
62,621706,634560,FMMT614-7-55,9Z41COVEN.4: 6(unprobed),HT,SMD,SOT23,AU,False,False,TA,170336.0,168285.0,578.0,49.0,167658.0,0.9962741777342009,2020-10-23 00:00:00.000,1264,False,False,Allg. & ZVR.,,Angeschmolzene Zinn-Klumben am Emitter-Bein..,felix-kannemann,2020-09-29 13:20:50.360,christoph-siebert,2020-09-29 13:19:59.520,304; 289; 322; 231; 304; 275; 325; 231; 292; 325,HP40186; HP40186; AOT40101; AOT40101; AOT40101; AOT40101; AOT40101; AOT40101; AOT40101; AOT40101,1023; 1023; 105; 105; 105; 105; 105; 105; 105; 105,npn,ZTX614C,TRÄGERBAND TB 401 LS-N  85 my,,"AU-BETA-DRAHT 0,025 MM",A16151.34.4
63,618072,633854,FMMT558Q,9Z19KARMA.5: 2(unprobed),HT,SMD,SOT23,AU,True,False,TA,64892.0,61624.0,1243.0,74.0,60307.0,0.9786284564455408,2020-09-30 00:00:00.000,1263,False,False,Prozessfehler,Cratering-Check,"AusbeutechecK:.

TP1 99,7%.

TP2 96% - 4% GW: hauptsächlich HFE, 1,5% BVEBO unprobed wafer.

Freigabe.",felix-kannemann,2020-09-29 08:26:46.890,felix-kannemann,2020-09-29 08:21:49.490,275; 275,HP40141N; HP40141N,608; 608,pnp,ZTX558C,TRÄGERBAND TB 401 LS-N  85 my,,"AU-BETA-DRAHT 0,025 MM",A16151.34.4
64,618085,633867,ZXRE125DF,9Z29CARGO.4: 3(probed),IC,SMD,SOT23,AU,True,False,TA,60200.0,59689.0,3675.0,3.0,56011.0,0.9383806061418352,2020-09-30 00:00:00.000,1262,False,False,Ausbeute,,GW 6.16%; die Ausbeute schließt Nebentyp aus.,minsung-kim,2020-09-29 07:41:27.860,minsung-kim,2020-09-29 07:35:30.827,231; 231,HP40171; HP40141N,250; 608,,ZXRE100401C,TRÄGERBAND TB 401 L-A veredelt,,"GOLDDRAHT 0,022MM",A161A1.42.4
65,618073,633855,FMMT558,9Z19KARMA.5: 2(unprobed),HT,SMD,SOT23,AU,True,False,TA,64892.0,64351.0,1746.0,44.0,62561.0,0.9721838044474833,2020-09-28 00:00:00.000,1261,False,False,Ausbeute,HFE,"GW (HFE); unprobed Wafer. HFE ist niedriger als die Untergrenze (Das Limit: 100, Werte: 70~90). Der Hauptfehler ist HFE beim Wafertest.",minsung-kim,2020-09-25 07:27:10.157,minsung-kim,2020-09-25 07:24:58.027,231; 287,HP40171; HP40171,250; 250,pnp,ZTX558C,TRÄGERBAND TB 401 LS-N  85 my,,"AU-BETA-DRAHT 0,025 MM",A16151.34.4
66,618505,634041,FZT857Q,9Z38MAORI.3: 4(probed); 9Z37MAMMY.4: 2(probed),HT,SMD,SOT223,AU,True,False,TA,30216.0,30096.0,394.0,599.0,29103.0,0.967005582137161,2020-10-02 00:00:00.000,1259,False,False,Ausbeute,,TA 1.99%; 20/20 von den Ausfälle gut beim Q-Tester.,minsung-kim,2020-09-24 14:41:35.893,minsung-kim,2020-09-24 14:40:42.313,,,,npn,FZT857D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"AU-BETA-DRAHT TYP 0,050 MM",A221P1.22.1
67,612438,632917,ZVNL110G,9Z18WEIGH.4: 3(unprobed),MOSFET-M,SMD,SOT223,CU,True,False,TA,40355.0,40752.0,626.0,2598.0,37528.0,0.9208873184138202,2020-09-24 00:00:00.000,1258,False,False,Ausbeute,,TA 5%; beim Q-Tester nachgemessen. Über 60% ist leer und 30% &nbsp;ist das Kanalprobelm.,minsung-kim,2020-09-24 09:05:36.433,minsung-kim,2020-09-24 08:44:16.313,,,,nMOSe,,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"KUPFERBONDDRAHT 0,038 MM",A224B1.326.1
68,618065,633847,FMMT417,9Z05TROOP.5: 1(probed),HT,SMD,SOT23,AU,True,False,TD,25566.0,25436.0,9404.0,239.0,15793.0,0.6208916496304451,2020-09-30 00:00:00.000,1257,False,False,Ausbeute,BVCBO,"GW (BVCBO); probed Wafer. BVCBO liegt nahe an der Untergrenze (das Untergrenze: 328, Werte: 326~328). Der BVCBO-Test war der Hauptfehler im Sample-Test (Ausbeute 60%), aber der Test wurde nicht im Volltest durchgeführt..",minsung-kim,2020-09-24 07:33:45.410,minsung-kim,2020-09-24 07:25:58.927,275,HP40186,1023,npn,ZTX417C,TRÄGERBAND TB 401 LS-N  85 my,,"AU-BETA-DRAHT 0,025 MM",A16151.34.4
69,618109,633881,FZT853,9Z25RAYED.5: 12(unprobed),HT,SMD,SOT223,CU,True,False,TA,62295.0,61340.0,1375.0,2181.0,57784.0,0.942028040430388,2020-09-25 00:00:00.000,1256,False,False,Ausbeute,"HFE, ICER","TA 3.56%, GW 2.24%; 90% von Ausfälle beim Q-Tester gut.

2 QF NM i.O..",felix-kannemann,2020-09-24 08:51:17.547,minsung-kim,2020-09-23 10:11:38.733,,,,npn,FZT853D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"KUPFERBONDDRAHT 0,043MM",A224P1.322.1
70,616209,633482,ZXMN3A14F,9Z23DUCHY.4: 14(unprobed),UMOS,SMD,LFSOT23,AU,True,True,TA,153692.0,152513.0,1891.0,4461.0,146161.0,0.958351091382374,2020-09-23 00:00:00.000,1255,False,True,Ausbeute,Kurzschluss durch Source Bondkugel ,"TA 2.92%; &nbsp;Ausbeute von TP2: 92%; TP2 &nbsp;gesperrt.

<font color=red>FA: versetzte Source-Bondkugel (IGSS Schluss).

<font color=red>TP2 Verschrottungsprotokoll IHö.",minsung-kim,2020-09-28 09:08:15.493,minsung-kim,2020-09-22 10:33:04.533,234; 248; 304; 293; 248; 304; 304; 287; 328; 328; 287; 328; 328; 287; 287; 328; 328; 287; 328; 328; 287,AOT40101; AOT40101; AOT40101; AOT40101; AOT40101; AOT40101; AOT40101; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186; HP40186,103; 103; 103; 103; 103; 103; 103; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023; 1023,,ZXMN3A14D,LEADFRAME DZN 1011,,"AU-BETA-DRAHT TYP 0,038 MM",A171O1.74.4
71,616230,633499,ZXTP2014G,9Z36KAYAK.4: 24(unprobed),HT,SMD,SOT223,AU,True,False,TA,210869.0,210363.0,3842.0,1722.0,204799.0,0.9735504817862457,2020-09-22 00:00:00.000,1254,False,True,Q-Fehler,BVEBO,"2 QF: .

1x BVEBO -< eingebranntes Partikel in EB-Graben.

1x IEBO -< keine Assembyfehler.",felix-kannemann,2020-09-21 11:11:46.143,felix-kannemann,2020-09-21 10:42:23.560,,,,,,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.30MM,"AU-BETA-DRAHT TYP 0,050 MM",A221G1.22.1
72,614607,633157,FZT851-79,9Z35ENROL.4: 2(ringprobed),HT,SMD,SOT223,AU,True,False,TA,9442.0,9398.0,288.0,279.0,8831.0,0.9396680144711641,2020-09-22 00:00:00.000,1253,False,True,Prozessfehler,BVEBO,"1 QF BVEBO.

FA: i.O..",felix-kannemann,2020-09-21 11:14:07.417,felix-kannemann,2020-09-21 10:34:45.377,,,,npn,FZT851D,LEADFRAME DZN 2000 (all over Ag),MICROBOND SOFT SOLDER WIRE 0.50MM,"AU-BETA-DRAHT TYP 0,050 MM",A221P1.22.1
